,Post,Caption,Date,likes,id_father,id_child,username;
"1128,B166OkVBPJR,جالب,""Sep 2, 2019"",0,17858348236510961,,zibatarinsokhanan";
"1129,B166OkVBPJR,I’m not rich...what’s happening ?,""Sep 2, 2019"",0,17897951407374103,,amadouirving";
"1130,B166OkVBPJR,@kishan_devkaran @iamcardib,""Sep 2, 2019"",0,18030865360206139,18031833466205350,_laxvision_";
"1131,B166OkVBPJR,@kishan_devkaran @seviarcr,""Sep 3, 2019"",0,18030865360206139,18018724711224972,astrdsndll";
"1132,B166OkVBPJR,I think the seat has a built in vibrator,""Sep 2, 2019"",45,18030865360206139,,kishan_devkaran";
"1133,B166OkVBPJR,@i.v.a.n.ai @iamcardib,""Sep 2, 2019"",2,17857010956517855,18067036465087122,_laxvision_";
"1134,B166OkVBPJR,@i.v.a.n.ai 🤣🤣👍🏻,""Sep 2, 2019"",0,17857010956517855,17858302774509478,jeanpaulvieira";
"1135,B166OkVBPJR,@i.v.a.n.ai brazzers,""Sep 3, 2019"",2,17857010956517855,17844324463621014,mariozeltner";
"1136,B166OkVBPJR,How come her shirt is open by the end of the movie?😉,""Sep 2, 2019"",20,17857010956517855,,i.v.a.n.ai";
"1137,B166OkVBPJR,@nobody. 😭 Cuz I don't have a Tesla... I have it only in my dreams❤️,""Sep 2, 2019"",0,17914092844339994,,marooosko";
"1138,B166OkVBPJR,@_savagebrandon_ 😁,""Sep 2, 2019"",1,17844114850621432,17847932980595059,haazah";
"1139,B166OkVBPJR,@haazah,""Sep 2, 2019"",1,17844114850621432,,_savagebrandon_";
"1140,B166OkVBPJR,@grgzvz,""Sep 2, 2019"",0,18077298046100174,,kars.groen";
"1141,B166OkVBPJR,@bdub360 HAHAHAHAH 😭😭😭,""Sep 2, 2019"",0,17848554469581073,18089369992077859,eileensoong";
"1142,B166OkVBPJR,@eileensoong,""Sep 2, 2019"",0,17848554469581073,,bdub360";
"1143,B166OkVBPJR,@chads every time,""Sep 2, 2019"",1,17857789408504878,18075765397117065,closetcandychris";
"1144,B166OkVBPJR,@closetcandychris @chads you guys are so cute,""May 11, 2020"",0,17857789408504878,17845116173139252,jdyersmith";
"1145,B166OkVBPJR,@jdyersmith no you are,""May 11, 2020"",1,17857789408504878,18142515103004330,closetcandychris";
"1146,B166OkVBPJR,@closetcandychris,""Sep 2, 2019"",2,17857789408504878,,chads";
"1147,B166OkVBPJR,@northernlightss96 jijiji 🤓,""Sep 2, 2019"",0,17869548385456935,,the_cornellian";
"1148,B166OkVBPJR,@beckywarman,""Sep 2, 2019"",0,17892118747386601,,jasoniqueen";
"1149,B166OkVBPJR,@christoperleigh 🤦🏻‍♀️❤️,""Sep 2, 2019"",1,17999202169253288,17847947977588142,lindsayludavies";
"1150,B166OkVBPJR,@lindsayludavies,""Sep 2, 2019"",0,17999202169253288,,christoperleigh";
"1151,B166OkVBPJR,@bing_jang13 but...what happened,""Sep 2, 2019"",0,18095484133022104,18066515218139282,sheppyboi45";
"1152,B166OkVBPJR,@bing_jang13 oh. I'd love to accelerate that fast,""Sep 2, 2019"",0,18095484133022104,17853707650535368,sheppyboi45";
"1153,B166OkVBPJR,@sheppyboi45 the 2020 roadster goes 0 to 100kmh in 1.8 seconds,""Sep 2, 2019"",0,18095484133022104,18077337742115090,bing_jang13";
"1154,B166OkVBPJR,@sheppyboi45 I wonder how scared @gablever would be if you did that by surprise to her,""Sep 2, 2019"",1,18095484133022104,,bing_jang13";
"1155,B166OkVBPJR,Nice 💯🔥,""Sep 2, 2019"",0,17852963065555946,,johnnycart3r";
"1156,B166OkVBPJR,@me cause I don't have a tesla😪😢,""Sep 2, 2019"",0,17847977362591769,,harsh.ill";
"1157,B166OkVBPJR,That forehead tho,""Sep 2, 2019"",2,18078756133096832,,argeelovesmonica";
"1158,B166OkVBPJR,@djokicjovan 😍,""Sep 2, 2019"",0,17998192372258887,17984226436272392,stelle_18";
"1159,B166OkVBPJR,@stelle_18,""Sep 2, 2019"",0,17998192372258887,,djokicjovan";
"1160,B166OkVBPJR,@mayermm you,""Sep 2, 2019"",0,18097647562055096,,ohedaya";
"1161,B166OkVBPJR,zevke gelio spı.. @mesuttarkanguven,""Sep 2, 2019"",0,17853628942550783,,matikarasara";
"1162,B166OkVBPJR,@walgermo bruuuh,""Sep 2, 2019"",0,17992125937267788,18076398160115002,fivelpower";
"1163,B166OkVBPJR,@fivelpower,""Sep 2, 2019"",1,17992125937267788,,walgermo";
"1164,B166OkVBPJR,@michaelchenwastaken,""Sep 2, 2019"",0,18026168620222251,,moad.touhafi";
"1165,B166OkVBPJR,Gosh I need to try that 😁,""Sep 2, 2019"",0,17999206345252095,,jeremieandre_fr";
"1166,B166OkVBPJR,@jrenee8914,""Sep 2, 2019"",0,18049646428198282,,lillian_harper411";
"1167,B166OkVBPJR,😂👍🙌 разгон как у троллейбуса,""Sep 2, 2019"",0,18096952672021552,,vitaliinikulkin";
"1168,B166OkVBPJR,@lizardbethhh,""Sep 2, 2019"",0,18072117337121160,,magellan_the_corgi";
"1169,B166OkVBPJR,""@heisenberg___y you don’t need to afford it to test drive :) also, if you can afford Honda CR-V or Pilot, you can afford base Tesla. Some decent used ones should be out in a year or 2."",""Sep 3, 2019"",3,17892418882389575,17867681341463845,coven.com3800";
"1170,B166OkVBPJR,@coven.com3800 too bad am 14 can’t even get a job yet,""Sep 3, 2019"",0,17892418882389575,17974733332283969,dimitri.the.petri";
"1171,B166OkVBPJR,@ben_holla_ 😭😭😭,""Sep 4, 2019"",0,17892418882389575,18096468718049135,paulinator_2";
"1172,B166OkVBPJR,Can u at least explain what’s happening not everyone can affor a Tesla,""Sep 2, 2019"",34,17892418882389575,,dimitri.the.petri";
"1173,B166OkVBPJR,@nathanrabie13,""Sep 2, 2019"",0,17859562876501364,,jacob_brock_";
"1174,B166OkVBPJR,👍👍👍👍,""Sep 2, 2019"",0,17865958573470259,,hakangunery";
"1175,B166OkVBPJR,@minimajsan 😁,""Sep 2, 2019"",2,17916852745326856,,wallinc91";
"1176,B166OkVBPJR,@tozzybaby,""Sep 2, 2019"",2,18096611065049976,,foxster2011";
"1177,B166OkVBPJR,""Did that for my coworker last night after work. Did a quick 0-30 pull for him. His first reaction was """"dude... I felt that in the pit of my stomach"""" 😂"",""Sep 2, 2019"",0,18095695945000584,,_oderint_dum_metuant_";
"1178,B166OkVBPJR,@martinbergdds Never gets old,""Sep 4, 2019"",0,18064260856133242,18050220709194746,lascph";
"1179,B166OkVBPJR,@lascph,""Sep 2, 2019"",1,18064260856133242,,martinbergdds";
"1180,B166OkVBPJR,@militeprod_ everytime,""Sep 2, 2019"",1,18050243758198768,,luca____farina";
"1181,B166OkVBPJR,@mariaforfang,""Sep 2, 2019"",0,18050544364196995,,will4fang";
"1182,B166OkVBPJR,@ianinkster @_.divig.wrx._,""Sep 2, 2019"",0,17871842068454020,,hi_meh_v";
"1183,B166OkVBPJR,@marinagontar all day every day 😂😘,""Sep 2, 2019"",0,17856454675524169,,_deeenchik_";
"1184,B166OkVBPJR,""@hanslugtenberg why do you need so much """"service"""" on your new vehicle? You sound needy af."",""Sep 2, 2019"",8,18066336421191036,17853705868546785,ab1sc";
"1185,B166OkVBPJR,@_oderint_dum_metuant_ This!,""Sep 2, 2019"",2,18066336421191036,18025098115216210,billiam_oc";
"1186,B166OkVBPJR,@hanslugtenberg bot,""Sep 3, 2019"",1,18066336421191036,17859043699507310,soulclout";
"1187,B166OkVBPJR,Nice innovative brand. Terrible service though... I wish their phone service would be as fast as their cars.. Just decided to sell our model X after two years.. bit of a disappointment.,""Sep 2, 2019"",15,18066336421191036,,hanslugtenberg";
"1188,B166OkVBPJR,@erin__lonergan,""Sep 2, 2019"",2,18101425396026024,,jonlonergan";
"1189,B166OkVBPJR,@blandinergd looks familiar!? 😉😁😋,""Sep 2, 2019"",0,17859096016503305,,aerfurt";
"1190,B166OkVBPJR,Tesla.. But what about her shirt button.,""Sep 2, 2019"",0,17909231932350847,,niteen_mehra";
"1191,B166OkVBPJR,@juliettebeaupin,""Sep 2, 2019"",0,17927369026309281,,xavierbk";
"1192,B166OkVBPJR,@gian.sereno HAHA FR. At some points I can tell when ur gonna do it,""Sep 2, 2019"",1,17853757474535265,17875192630441552,davidmorrellsanchez";
"1193,B166OkVBPJR,@davidsanchezmorrell haha yeah,""Sep 2, 2019"",0,17853757474535265,18100183501027856,gian.sereno";
"1194,B166OkVBPJR,@davidsanchezmorrell,""Sep 2, 2019"",2,17853757474535265,,gian.sereno";
"1195,B166OkVBPJR,🔥🔥🔥,""Sep 2, 2019"",1,17858944984503647,,tesla_pics_47";
"1196,B166OkVBPJR,The interior 🔥🔥🔥🔥,""Sep 2, 2019"",0,18099820741038149,,ohdisisgreat_";
"1197,B166OkVBPJR,@sammyneenan this will be us 😁,""Sep 2, 2019"",1,17935540849307265,,daz.n.24";
"1198,B166OkVBPJR,""all I wish for Christmas is a Tesla, I give up on him"",""Sep 2, 2019"",0,18066559627091267,,galanclaudiaa";
"1199,B166OkVBPJR,@lifeof_dana nothing like a @lifeof_dana out of the window shot tho!,""Sep 2, 2019"",2,17856595300521596,17998783810253432,andreea_emilia";
"1200,B166OkVBPJR,@andreea_emilia So genuine ❤️,""Sep 2, 2019"",0,17856595300521596,17878231522430242,churst93";
"1201,B166OkVBPJR,@andreea_emilia so how did your shirt came off?? The video skips that part.,""Sep 7, 2019"",0,17856595300521596,17873585083447754,humberto.goodrich";
"1202,B166OkVBPJR,Hahahahah that’s hilarious....he enjoyed doing that to me so much! The most fun car to be a copilot in! ❤,""Sep 2, 2019"",41,17856595300521596,,andreea_emilia";
"1203,B166OkVBPJR,😂⚡️,""Sep 2, 2019"",0,18066750667191801,,a.z.prestige";
"1204,B166OkVBPJR,@wglasscock27 this does get old,""Sep 2, 2019"",0,18077140012096379,18095031160002449,emglasscock";
"1205,B166OkVBPJR,@emglasscock,""Sep 2, 2019"",1,18077140012096379,,wglasscock27";
"1206,B166OkVBPJR,@tina_huante,""Sep 2, 2019"",0,18066888616089586,,pluginfembot";
"1207,B166OkVBPJR,Cuando tenga mi tesla @antonellaviso96,""Sep 2, 2019"",0,18077613934109338,,corivera";
"1208,B166OkVBPJR,@oscar_dante 😂,""Sep 2, 2019"",0,17864500990481949,17892059380387108,vwikdal";
"1209,B166OkVBPJR,@vwikdal,""Sep 2, 2019"",2,17864500990481949,,oscar_dante";
"1210,B166OkVBPJR,@daniellac1926,""Sep 2, 2019"",0,17916738535334009,,pramirez_10";
"1211,B166OkVBPJR,😂,""Sep 2, 2019"",2,17848003426588194,,artur159_";
"1212,B166OkVBPJR,@ashay_n,""Sep 2, 2019"",1,17853632878533393,,noahandthejets";
"1213,B166OkVBPJR,""I bet she has a right laugh with him 🤦🏻‍♂️ , I wonder what goes through her mind when he's telling jokes at parties 😬"",""Sep 2, 2019"",0,17872034017452878,,hurricane_thundercloud";
"1214,B166OkVBPJR,@tomvdburg8,""Sep 2, 2019"",0,17857176979511196,,pimvdburg";
"1215,B166OkVBPJR,@itstimbo amk wenn du fahrsch wie en terrorist hahaha,""Sep 2, 2019"",1,17852757271545001,17892394861385050,jonstrah";
"1216,B166OkVBPJR,@jonstrah nacher isch der wieder schlecht und musch kotze😂,""Sep 2, 2019"",2,17852757271545001,,itstimbo";
"1217,B166OkVBPJR,@cosmo_raptor8 Activa pr,""Sep 2, 2019"",1,18016402078242898,,pratyaksh.exe";
"1218,B166OkVBPJR,@omarz15,""Sep 2, 2019"",0,18096524020029851,,dianamiroslava90";
"1219,B166OkVBPJR,zoom.,""Sep 2, 2019"",2,17853759571534428,,_hayleekelso";
"1220,B166OkVBPJR,@dave_crossdale,""Sep 2, 2019"",0,18051771187172618,,tommccarthy91";
"1221,B166OkVBPJR,@dekaela,""Sep 2, 2019"",2,17887508146403267,,abelcastaa";
"1222,B166OkVBPJR,@justinleyb.a,""Sep 2, 2019"",0,18066569920190791,,jonlevert";
"1223,B166OkVBPJR,@jessfor33 😂,""Sep 2, 2019"",0,17844065089627076,,pablo.cocreator";
"1224,B166OkVBPJR,Awesome 😘🤩,""Sep 2, 2019"",0,17844096919626238,,soundaryakamakshi";
"1225,B166OkVBPJR,Her shirt gets more and more open as he keeps doing in. This dude thinks he so cool.,""Sep 2, 2019"",7,18096224722009644,,snoopsouz";
"1226,B166OkVBPJR,@damonwright YES,""Sep 2, 2019"",0,17884851892408502,18096401440020122,melissalehman90";
"1227,B166OkVBPJR,@melissalehman90 can u rel8,""Sep 2, 2019"",1,17884851892408502,,damonwright";
"1228,B166OkVBPJR,@mazucatto,""Sep 2, 2019"",0,17999328019251938,,caiommoreno";
"1229,B166OkVBPJR,@fanovespoli algun dia..,""Sep 2, 2019"",1,18096416389011836,17844111526625192,natiblanzari";
"1230,B166OkVBPJR,Lo único que quiero hacer cuando maneje un tesla @natiblanzari,""Sep 2, 2019"",1,18096416389011836,,fanovespoli";
"1231,B166OkVBPJR,@griizzly do this to me,""Sep 2, 2019"",3,17844086587628401,,whisktangofox";
"1232,B166OkVBPJR,@josephanthony01,""Sep 2, 2019"",2,18067216726082234,,koreyaustin";
"1233,B166OkVBPJR,@hashtagsmitty 😩,""Sep 2, 2019"",0,17923811233319209,,hashtagsmitty";
"1234,B166OkVBPJR,@thabojackson T-gasm,""Sep 2, 2019"",5,17870689525442904,17847270901588825,_oderint_dum_metuant_";
"1235,B166OkVBPJR,Is there a word for the orgasm face that people make when riding a Tesla?,""Sep 2, 2019"",7,17870689525442904,,thabojackson";
"1236,B166OkVBPJR,🙆‍♀️🙆‍♀️,""Sep 2, 2019"",0,17855439196520570,,jem7557";
"1237,B166OkVBPJR,Nice pice 📸❤️📸,""Sep 2, 2019"",0,18026491276213657,,nature_p.grapy";
"1238,B166OkVBPJR,@elsdsvd,""Sep 2, 2019"",0,17923804444321621,,guntherdevuyst";
"1239,B166OkVBPJR,@bartpieters1 hahahahahaha 🙋🏻‍♀️🤦🏻‍♀️,""Sep 2, 2019"",1,17892522133386832,18100027510032757,celinemieldijk";
"1240,B166OkVBPJR,@celinemieldijk 😂,""Sep 2, 2019"",0,17892522133386832,,bartpieters_";
"1241,B166OkVBPJR,@iownthenight you would,""Sep 2, 2019"",1,17997576274261260,18066692611087195,shylla_navarro1";
"1242,B166OkVBPJR,@shylla_marie,""Sep 2, 2019"",1,17997576274261260,,iownthenight";
"1243,B166OkVBPJR,Why does the first clip sound like a 5.0 diesel?,""Sep 2, 2019"",1,17852657536548214,,williamdavis_97";
"1244,B166OkVBPJR,Tesla 👍🏼,""Sep 2, 2019"",0,18072736684125866,,tarikkahraman";
"1245,B166OkVBPJR,@j4mdad you Love it!!,""Sep 2, 2019"",0,17999482000249319,17913749092337098,lewis_stokes123";
"1246,B166OkVBPJR,@lewis_stokes123,""Sep 2, 2019"",1,17999482000249319,,james_meaden_";
"1247,B166OkVBPJR,😂😂,""Sep 2, 2019"",0,18072469990124027,,physiotherapie.berlin.mitte";
"1248,B166OkVBPJR,Tesla vehicles are some cool rides...I see them often here In Wilmingron NC..👌👊 #iwantatesla.,""Sep 2, 2019"",0,17887869304403744,,topfuelnitrofan";
"1249,B166OkVBPJR,@vieth87 😂,""Sep 2, 2019"",2,17927655778310654,,ancher89";
"1250,B166OkVBPJR,@tomhietkamp op een dag kots ik echt die hele auto onder met jouw gedrag....,""Sep 3, 2019"",0,18096340567049912,18026658922221856,sbontrop";
"1251,B166OkVBPJR,@sbontrop,""Sep 2, 2019"",0,18096340567049912,,tomhietkamp";
"1252,B166OkVBPJR,@sergiotdg 🙈,""Sep 2, 2019"",1,18097257121040269,17857810507507620,elenaalcaide";
"1253,B166OkVBPJR,@elenaalcaide,""Sep 2, 2019"",1,18097257121040269,,sergiotdg";
"1254,B166OkVBPJR,@ankerdrammen 😂,""Sep 2, 2019"",0,17853568726548664,,dianaaandreaa";
"1255,B166OkVBPJR,@matteovalenza_,""Sep 2, 2019"",0,17904383392356946,,igna_top";
"1256,B166OkVBPJR,@snowflakes_fam @mandalohman,""Sep 4, 2019"",0,18064904872193229,17869948036460128,aarontran15";
"1257,B166OkVBPJR,@snowflakes_fam 🤣,""Sep 12, 2019"",0,18064904872193229,17874190180451491,ironman_e";
"1258,B166OkVBPJR,""@snowflakes_fam you drive a woman around long enough in a Tesla the panties come off too. Don’t sweat it, embrace it!"",""Sep 15, 2019"",0,18064904872193229,17863158715493141,killsignal";
"1259,B166OkVBPJR,Why did her shirt slowly come off,""Sep 2, 2019"",344,18064904872193229,,snowflakes_fam";
"1260,B166OkVBPJR,@andrei_c137 @seviarcr,""Sep 3, 2019"",2,18063159223183811,18057910579167179,astrdsndll";
"1261,B166OkVBPJR,""@andrei_c137 some clients tell me the same (when they are drunk), so it’s real yep"",""Sep 3, 2019"",1,18063159223183811,17892376822379718,teslataxi";
"1262,B166OkVBPJR,🙌,""Sep 4, 2019"",0,18063159223183811,18000419458248737,joseuriarte13";
"1263,B166OkVBPJR,She's having mini orgasms. This had to be said. There.,""Sep 2, 2019"",594,18063159223183811,,andrei_c137";
"1264,B166OkVBPJR,@cristina.eln,""Sep 2, 2019"",0,17847946138594296,,cristianncioara";
"1265,B166OkVBPJR,@yaloca25 😂😂😂,""Sep 2, 2019"",0,17845424788612914,17885263387410211,floriankld";
"1266,B166OkVBPJR,@floriankld 🔄😅,""Sep 2, 2019"",1,17845424788612914,,yaloca25";
"1267,B166OkVBPJR,Anyone down to donate a model 3? 😭,""Sep 2, 2019"",20,18096638800049381,,rodolfomadeit";
"1268,B166OkVBPJR,@santoshvemu 🙈🙈,""Sep 2, 2019"",0,17872393228444563,17882871688414519,apoorvaneeloji";
"1269,B166OkVBPJR,@apoorvaneeloji ☺️,""Sep 2, 2019"",1,17872393228444563,,santoshvemu";
"1270,B166OkVBPJR,👍👍👍👍👍👍,""Sep 2, 2019"",13,17872261372452330,,teslamotorsclub";
"1271,B166OkVBPJR,@mikepfau 😱😱😱,""Sep 2, 2019"",2,18067454776092747,,xaviviro";
"1272,B166OkVBPJR,@ermelindismaili 😏,""Sep 2, 2019"",2,18015765934243208,,till_._";
"1273,B166OkVBPJR,@whisktangofox 😭😭😭,""Sep 2, 2019"",0,17901554545367368,18098363143031643,dcasenove";
"1274,B166OkVBPJR,@griizzly do this to me,""Sep 2, 2019"",0,17901554545367368,,whisktangofox";
"1275,B166OkVBPJR,@jacques_benzakein 🙃,""Sep 2, 2019"",0,17896069558374047,17845439695614904,eli_daar";
"1276,B166OkVBPJR,@eli_daar 🙈 sorry,""Sep 2, 2019"",1,17896069558374047,,jacques_benzakein";
"1277,B166OkVBPJR,@niklasdeckwer hahaha,""Sep 2, 2019"",2,17853573634542679,,feliixx01";
"1278,B166OkVBPJR,@tammynad,""Sep 2, 2019"",0,17924312647318409,,aleemkumi";
"1279,B166OkVBPJR,@alex_mackety yesss❤️,""Sep 2, 2019"",0,18016511020242968,18097429555012668,_.e.m.i.l.ymarie._";
"1280,B166OkVBPJR,@_.e.m.i.l.ymarie._ When I finally have my Model 3,""Sep 2, 2019"",2,18016511020242968,,alex_mackety";
"1281,B166OkVBPJR,@alx_mln_ quand t’arrives pas a faire cet effet là avec ton physique tu peux le faire avec une Tesla ...,""Sep 2, 2019"",0,17887734190399081,,tomcpre";
"1282,B166OkVBPJR,@brandoncarrozza yooo lol the worst,""Sep 2, 2019"",1,18086495662077581,18073508494127903,bobbbyclark";
"1283,B166OkVBPJR,@bobbbyclark 🤣🤣🤣,""Sep 2, 2019"",0,18086495662077581,,brandoncarrozza";
"1284,B166OkVBPJR,@vrsc.e it's also missing the performance of a w16,""Sep 2, 2019"",0,17860702213500821,17984433313279209,l_u_k_i_6";
"1285,B166OkVBPJR,@l_u_k_i_6 I'm not defending tesla I'm talking about cars overall I could careless about the sound of my engine it's all about performance people are too busy worrying on how their cars sound and look and not how they actually perform.,""Sep 2, 2019"",1,17860702213500821,18078378817104551,vrsce01";
"1286,B166OkVBPJR,@vrsc.e you're a very small percentage and you're wrong.,""Sep 3, 2019"",0,17860702213500821,17887979203399130,jsaltygomes";
"1287,B166OkVBPJR,nobody is ready for the speed of the tesla.,""Sep 2, 2019"",121,17860702213500821,,haylees_instatube";
"1288,B166OkVBPJR,@strainor_,""Sep 2, 2019"",0,18096729109037349,,rtrainor";
"1289,B166OkVBPJR,@yusufsquires,""Sep 2, 2019"",1,17878040008429635,,ishmamahmedd";
"1290,B166OkVBPJR,@avn9,""Sep 2, 2019"",0,18061969015148914,,colerag";
"1291,B166OkVBPJR,@eyelens.jpeg 🙄,""Sep 3, 2019"",1,18056650501161273,17853974176542819,lesizmorre";
"1292,B166OkVBPJR,Why the Cardi B music? 😔,""Sep 2, 2019"",207,18056650501161273,,eyelens.jpeg";
"1293,B166OkVBPJR,😈42😈,""Sep 2, 2019"",0,18067013035083714,,z008m";
"1294,B166OkVBPJR,Lmao cardi,""Sep 2, 2019"",0,17862993721478007,,__leo.04";
"1295,B166OkVBPJR,@leosat91,""Sep 2, 2019"",2,17999320420253454,,adriglosova";
"1296,B166OkVBPJR,""Yeah, beautiful girl, Tesla that’s what we are trying to achieve 😃💯"",""Sep 2, 2019"",6,18097473283014683,,manuel_radev_";
"1297,B166OkVBPJR,@lainggoostrey @alexcampbeel matt,""Sep 2, 2019"",1,18087422185073690,,henryhenri_henry";
"1298,B166OkVBPJR,@juhdegs hard pulls. >1g all day,""Sep 2, 2019"",8,17844101128618385,18016510354232007,chrisss.salsa";
"1299,B166OkVBPJR,@juhdegs acceleration,""Sep 2, 2019"",2,17844101128618385,17864415445475636,mustafayasarrrrr";
"1300,B166OkVBPJR,@chriss.salsa I heard teslas pull 1g when they aren’t even moving,""Sep 2, 2019"",6,17844101128618385,17857063555513571,immmjustin";
"1301,B166OkVBPJR,What is happening?,""Sep 2, 2019"",18,17844101128618385,,juhdegs";
"1302,B166OkVBPJR,@scott_howe12 does this to me!!!,""Sep 2, 2019"",1,18098860477026422,,thatrockinchick";
"1303,B166OkVBPJR,Pffft 😂😂😂,""Sep 2, 2019"",0,18077269846111055,,hunter_colt1";
"1304,B166OkVBPJR,❤️,""Sep 2, 2019"",0,17859523216498542,,teplu";
"1305,B166OkVBPJR,@teslamotors + @iamcardib make a good combo,""Sep 2, 2019"",0,17853660523535021,,faizanhayek";
"1306,B166OkVBPJR,I remember the first time my dad did that in his Tesla it was a magical feeling,""Sep 2, 2019"",0,17916311932327562,,officialgabesmithlol";
"1307,B166OkVBPJR,The acceleration is really impressive👍,""Sep 2, 2019"",0,17844106648620786,,roman_.96";
"1308,B166OkVBPJR,I love you TESLA,""Sep 2, 2019"",0,18098762719041984,,hakanilci0";
"1309,B166OkVBPJR,Amazing!,""Sep 2, 2019"",0,17975418538302355,,oleksandr_zenov";
"1310,B166OkVBPJR,Hey @teslamotors love your work,""Sep 2, 2019"",0,17972293075287964,,thomasbrungard";
"1311,B166OkVBPJR,@aislingg_r,""Sep 2, 2019"",0,17844088288624096,,karlmohan";
"1312,B166OkVBPJR,@caden_ramz my own mom!,""Sep 2, 2019"",1,17999949418252272,18061310962147830,caden_ramz";
"1313,B166OkVBPJR,@graphitesandink,""Sep 2, 2019"",1,17999949418252272,,caden_ramz";
"1314,B166OkVBPJR,0-100 ?,""Sep 2, 2019"",0,17872247512447218,,kaya.serrhat";
"1315,B166OkVBPJR,@teslafudge glad you didn’t have a dash cam when you went to Mach 3 with me in the car!!,""Sep 2, 2019"",0,18052098796168592,18061028980159692,kericincy";
"1316,B166OkVBPJR,@kericincy 😂 next time,""Sep 2, 2019"",0,18052098796168592,17843500900627540,teslafudge";
"1317,B166OkVBPJR,@kericincy,""Sep 2, 2019"",0,18052098796168592,,teslafudge";
"1318,B166OkVBPJR,@rozeswoesh69 0-100 in no time at all,""Sep 2, 2019"",0,18064781458193458,17845387888614253,earlragnar69";
"1319,B166OkVBPJR,@earlragnar69 gotta make wifey feel all the G force 😁,""Sep 2, 2019"",3,18064781458193458,,rozeswoesh69";
"1320,B166OkVBPJR,@ryanandrose,""Sep 2, 2019"",0,17879418553427378,,bret901";
"1321,B166OkVBPJR,Bardi Gang,""Sep 2, 2019"",0,18064072432179956,,calixamare";
"1322,B166OkVBPJR,👍👍👍,""Sep 2, 2019"",1,18067089514091579,,komilhon801";
"1323,B166OkVBPJR,❤️❤️,""Sep 2, 2019"",0,18096440050023727,,thomasbrungard";
"1324,B166OkVBPJR,No mames soy el primeroooo,""Sep 2, 2019"",0,17880920821411412,,keinerpaternina_097";
"1325,B166OkVBPJR,👍🏼,""Sep 2, 2019"",0,17900421028370681,,jeferson.alexanderr";
"1326,B166OkVBPJR,Facts,""Sep 2, 2019"",1,17853715039542828,,sandhumma";
"1327,B166OkVBPJR,Most comfortable❤️💯,""Sep 2, 2019"",0,18097770655052317,,niranjan_ghatule_18";
"1328,B166OkVBPJR,i want a tesla 😭,""Sep 2, 2019"",0,18076369924117961,,jackiie.ee5";
"1329,B166OkVBPJR,🙌,""Sep 2, 2019"",0,18051781591170519,,anime._.in.the.blood";
